Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_14,MACD,MACD_Signal
2014-09-30,-0.7272260978575472,-0.7270785090545844,-0.7272615796473393,-0.7271064796313812,-0.7271064796313812,-0.7733886787755978,-0.7255270915824128,-0.7263830399366604,-1.164453780264699,-0.08128693798143179,-0.08524592581589689
2014-10-01,-0.7265439179477109,-0.7270549324077235,-0.7268065209365916,-0.7273068157845257,-0.7273068157845257,-0.7738134701507727,-0.7256187594067265,-0.7265620017043491,-1.1931147625207532,-0.08157334997794367,-0.08617315286420786
2014-10-02,-0.7267508158900386,-0.7273998945646073,-0.7272924034636955,-0.7278209240643331,-0.7278209240643331,-0.7740365258325884,-0.7257820082758103,-0.7268021650107793,-0.9582060543066669,-0.0822811162763859,-0.08706441529694561
2014-10-03,-0.7272806658610251,-0.7278574601328066,-0.7282281357888906,-0.7287573075671405,-0.7287573075671405,-0.7735793861976071,-0.7262418476875964,-0.7271693979455698,-0.7897834923888535,-0.08387883631973046,-0.08811486496206092
2014-10-04,-0.7282004876726199,-0.7286320728073249,-0.7302111794367749,-0.7306015498339679,-0.7306015498339679,-0.7727608940532207,-0.7268105597846292,-0.7278061315597214,-1.4113880932817133,-0.08737654351774496,-0.08969394318159836
2014-10-05,-0.7300640765164064,-0.7299625434564007,-0.7324805788938522,-0.7311044039546657,-0.7311044039546657,-0.7709535003744096,-0.7273595289454561,-0.728418783438321,-1.3969488561057446,-0.09051901337839903,-0.09162089784203807
2014-10-06,-0.730577079274987,-0.7297670718809381,-0.731657913286118,-0.7305285520669497,-0.7305285520669497,-0.7711687694252357,-0.7278077153979894,-0.7288150459904987,-1.263880384826633,-0.09189664956509358,-0.0934534194071872
2014-10-07,-0.7299637239732855,-0.7301123275601847,-0.7305463479816146,-0.7301609792563579,-0.7301609792563579,-0.7726625164613621,-0.7281895112028002,-0.7290722393397382,-1.9324165215408897,-0.09215598671995351,-0.09497420886862269
2014-10-08,-0.7296309070718874,-0.7292257575815033,-0.7301304261484103,-0.7291528027398573,-0.7291528027398573,-0.7723851110933443,-0.7283356453571443,-0.729098844183429,-1.390328253504574,-0.09067468973378319,-0.09587798935929831
2014-10-09,-0.7286302880418594,-0.7275624057264517,-0.7288590274789466,-0.7284254806692297,-0.7284254806692297,-0.7709368147652064,-0.7283985878209847,-0.7289879953592006,-0.9867429385755229,-0.0882242371811937,-0.09608347626207046
2014-10-10,-0.7279120085363034,-0.7280115862198355,-0.7285317972261425,-0.7286339397247472,-0.7286339397247472,-0.772939811596772,-0.7285516003138542,-0.728935310292637,-0.9417769360045036,-0.0863008891833006,-0.09584165318746453
2014-10-11,-0.728112048987531,-0.7284734901917387,-0.7283464757733068,-0.7285895879064547,-0.7285895879064547,-0.7744590424075849,-0.728680101320861,-0.728884117430914,-0.8621001924728197,-0.08447243959436791,-0.09526202474892252
2014-10-12,-0.7280372077801096,-0.7277555309127823,-0.7283345039809548,-0.7276116808172458,-0.7276116808172458,-0.7742482175346581,-0.7286591404911856,-0.728663925466246,-0.17603812617767606,-0.08148368200744185,-0.09416709406534267
2014-10-13,-0.7271158216894205,-0.7267120213278382,-0.7275435328653841,-0.7268976587825635,-0.7268976587825635,-0.773362919419392,-0.7284728511749371,-0.7283535770455009,0.05703067723449739,-0.07797479801630586,-0.09255007048361161
2014-10-14,-0.7262873266040125,-0.7258632799385483,-0.7261525563376389,-0.726268428609188,-0.726268428609188,-0.773199068669093,-0.7280387830880591,-0.7279849247935707,0.04098040584736392,-0.07421242754758132,-0.09046183604164496
2014-10-15,-0.7257300429966085,-0.7264187280556602,-0.7263112105047121,-0.7266353384381482,-0.7266353384381482,-0.7738616868955245,-0.7275910968549131,-0.7277502008050922,-0.010619456739083193,-0.0716339955474018,-0.08824668163918441
2014-10-16,-0.7261173067249349,-0.7266193004770617,-0.7272847131249878,-0.7273705446643007,-0.7273705446643007,-0.7737753597319239,-0.7272747451627946,-0.7276922078882053,-0.07635466398554612,-0.07050783942747445,-0.08623671306660338
2014-10-17,-0.7268249355461877,-0.7274010095916319,-0.7271408831599225,-0.7272982098789141,-0.7272982098789141,-0.7744462403933647,-0.7269879687809722,-0.7276315699596294,0.2434648313530098,-0.0694463151366205,-0.0844045434506208
2014-10-18,-0.726751537441311,-0.7268333051261023,-0.7269187188710186,-0.7268357958012308,-0.7268357958012308,-0.7745556662988654,-0.7267558638577633,-0.7274976427402989,1.1612416580607514,-0.06792292572520188,-0.08261706672632933
2014-10-19,-0.7263136769955174,-0.7269047957191499,-0.7264544196400712,-0.726949894756381,-0.726949894756381,-0.7748313595540617,-0.7266080478330116,-0.7274088701816078,1.3853468992819975,-0.0668303626568192,-0.08095633517496288
2014-10-20,-0.7264353859874945,-0.7271308795293281,-0.7269633126145464,-0.7273531528746846,-0.7273531528746846,-0.7743050274122426,-0.7264797456995458,-0.7274097662424429,1.0420450326752053,-0.06647666934300221,-0.07955304963021058
2014-10-21,-0.7268450912455982,-0.7269806265056717,-0.7268031707275064,-0.7271347031818375,-0.7271347031818375,-0.7744167682025064,-0.7263340034051851,-0.7273706683121681,1.0100981225258787,-0.0658697869819128,-0.0783022471665497
2014-10-22,-0.7266226698528682,-0.7272193210388275,-0.7267154103916657,-0.7273343175848954,-0.7273343175848954,-0.7745444175623002,-0.7263062186926438,-0.7273750758308984,0.6268200697528371,-0.06563368838627834,-0.0772517409881327
2014-10-23,-0.7268125424899824,-0.7274262274580459,-0.7283157125257025,-0.7288232035336893,-0.7288232035336893,-0.773802071097015,-0.7264991091018803,-0.7276501583170317,-0.3616856163121167,-0.06742466260111249,-0.07678959119602656
2014-10-24,-0.7282787585435956,-0.7286404006094841,-0.7285105868063644,-0.7288275358707226,-0.7288275358707226,-0.7743467805177208,-0.7267554662946534,-0.7278760157432757,-0.281870443801094,-0.06878688129712072,-0.07670757301308471
2014-10-25,-0.7282775559581416,-0.7289033751693093,-0.7291573550804914,-0.7294939572934661,-0.7294939572934661,-0.7742194217711657,-0.7270418269001552,-0.7281823202740262,-0.5443326458218447,-0.07068806979020675,-0.0770434909588615
2014-10-26,-0.7289468011893163,-0.7289409084465674,-0.7290919843623157,-0.729046646708687,-0.729046646708687,-0.7745628965558203,-0.7272097295204786,-0.7283513726018095,-0.789835500739875,-0.07149205504260457,-0.07748202762767094
2014-10-27,-0.7285082173562419,-0.7289754528070823,-0.7287274172595612,-0.729149853298028,-0.729149853298028,-0.7744746854167416,-0.7273952169035497,-0.7285085063380237,-1.2204205218814694,-0.0721676111811819,-0.07797553494592917
2014-10-28,-0.7286021916064359,-0.728896160604404,-0.7285494132690548,-0.7288712853123526,-0.7288712853123526,-0.7747345898551046,-0.7275991209699535,-0.7285862775514184,-1.4533536076985367,-0.0722214164704339,-0.07838170451957871
2014-10-29,-0.7283691232014192,-0.729022310788671,-0.729624633536919,-0.7301968463789771,-0.7301968463789771,-0.7742161548775173,-0.7279243826014411,-0.7288916050016992,-1.6625783588252532,-0.07394480139652605,-0.07907062041864289
2014-10-30,-0.7296553920789323,-0.7294281501995084,-0.7296414413655491,-0.7296122692122254,-0.7296122692122254,-0.773615627672697,-0.7281506883648393,-0.7290348293687449,-1.1428435654786984,-0.07438776458361818,-0.07971530730839438
2014-10-31,-0.7290958832294363,-0.7295963492520173,-0.7295130545394246,-0.7300325573268449,-0.7300325573268449,-0.7744991169710811,-0.7284409793443719,-0.7292286462640726,-1.2902502330431176,-0.07517389752777938,-0.08039708871096424
2014-11-01,-0.729478455956488,-0.7300371428808152,-0.7305108092664839,-0.7307891277228606,-0.7307891277228606,-0.7742920901125493,-0.7287870630907801,-0.729525173147095,-1.7096362562533225,-0.07667218749184461,-0.08125895384167406
2014-11-02,-0.7302349960395641,-0.7307103543176082,-0.7305374159834945,-0.7307805218172491,-0.7307805218172491,-0.7746966227386458,-0.7289831363965297,-0.7297662168917658,-1.6851474254795618,-0.0776823102174358,-0.0821617846534974
2014-11-03,-0.7302654388936292,-0.73041993183732,-0.730236298433819,-0.7306805052530996,-0.7306805052530996,-0.7744789193509944,-0.7291687566072573,-0.7299451979596594,-1.549398745516824,-0.07817552036419093,-0.08298821567051551
2014-11-04,-0.73016965984725,-0.7305510092597869,-0.7302613549693378,-0.7305036985200779,-0.7305036985200779,-0.7743432831377107,-0.7292699068912536,-0.7300593989221399,-1.5749336331116406,-0.07815484982118992,-0.083644994849331
2014-11-05,-0.7299577679622736,-0.7298705850478592,-0.7299136562639653,-0.729962450233201,-0.729962450233201,-0.7741347581178277,-0.7293616470164938,-0.7300541474523725,-1.2198381255829012,-0.07724168104522408,-0.08397755623488544
2014-11-06,-0.7294298439640219,-0.7293077469683326,-0.7294335410176989,-0.7293724553495152,-0.7293724553495152,-0.774185875984393,-0.729383946057211,-0.7299422739533608,-0.446070189584654,-0.07557411093802915,-0.08389141323645537
2014-11-07,-0.7288065632013061,-0.7293214709285641,-0.729225642562622,-0.7297861852718728,-0.7297861852718728,-0.7742842235128131,-0.7294755956683141,-0.7299261786234499,-0.6012128799658361,-0.0746843527275568,-0.08363458120989925
2014-11-08,-0.7292676473164244,-0.7296557588941568,-0.7292021986701205,-0.729601255636478,-0.729601255636478,-0.7747000374442,-0.7294159326861939,-0.7298792905329679,-0.24973486756940003,-0.07360902123494972,-0.08320200473896064
2014-11-09,-0.7290738033932993,-0.7286825676025794,-0.7290718887861257,-0.7285315154904618,-0.7285315154904618,-0.7739148741287718,-0.7293076687637102,-0.7296458762540204,0.00890216345691595,-0.0712106110148571,-0.08234939745364307
2014-11-10,-0.7280577215011439,-0.7280263052924678,-0.7282466187220632,-0.7283112605041414,-0.7283112605041414,-0.7736019888927724,-0.72913523878079,-0.7294147406953564,0.13491588983647262,-0.06894536656406351,-0.08118889023113003
2014-11-11,-0.7278416196490743,-0.7282319230769226,-0.7278636936091867,-0.7282648628090134,-0.7282648628090134,-0.7743340937466814,-0.7288823719014466,-0.7292171698501656,0.050587591007026686,-0.06704408171152504,-0.07985893160979785
2014-11-12,-0.7277135947884533,-0.7248064580405887,-0.7276000984012639,-0.7249029086662734,-0.7249029086662734,-0.7728337127117967,-0.7282935851670107,-0.728442518356995,1.4695279700818,-0.06099067776481496,-0.0775164810792402
2014-11-13,-0.7241466896117517,-0.7232009909432063,-0.7255448000180047,-0.725072975392126,-0.725072975392126,-0.7721742311041135,-0.727731853880809,-0.7278397217422911,1.3050222222300913,-0.056503226472010996,-0.07469476744280829
2014-11-14,-0.7246794882121108,-0.7254202580454717,-0.726557872960954,-0.7264520947228029,-0.7264520947228029,-0.7736451249164207,-0.7273259866507363,-0.7275979865269884,0.860521265456825,-0.054919799562972826,-0.07210297553584777
2014-11-15,-0.725808554384675,-0.7262251321596868,-0.7274126040444567,-0.7277570739746199,-0.7277570739746199,-0.7743396755250929,-0.7271050642708283,-0.7276381468369598,0.6463365416393856,-0.055529942595151316,-0.07015840469441482
2014-11-16,-0.7273077983920772,-0.727088946996169,-0.7271896958955694,-0.7270500325304686,-0.7270500325304686,-0.7745311746176489,-0.7268724168147127,-0.7275420867210981,0.7706470123721003,-0.0551458670721426,-0.06852163097133851
2014-11-17,-0.7264884484641445,-0.7259511916759781,-0.7270098294159445,-0.7270785572692562,-0.7270785572692562,-0.7730473835902331,-0.7266011816366263,-0.7274686931451287,0.7437364112981264,-0.0549764515152127,-0.06717643129515755
2014-11-18,-0.7265223797340303,-0.7269949357208584,-0.7274058430575348,-0.7278133410971394,-0.7278133410971394,-0.7735131814954972,-0.7264220782597917,-0.7275426208203989,0.4679223094060056,-0.0559269629381415,-0.066301020307866
2014-11-19,-0.7273579746636376,-0.727342186994218,-0.7272334833175886,-0.7274909630648648,-0.7274909630648648,-0.7741791217318807,-0.7263178414805177,-0.7275443262334519,0.4262494967556192,-0.05632234952579458,-0.06568419747363505
2014-11-20,-0.7269722733783972,-0.7276035185447196,-0.7282949961198063,-0.7288579265079526,-0.7288579265079526,-0.7738633854797986,-0.726372603453268,-0.7277949671399788,-0.07966456202310425,-0.058550221231183766,-0.06566126744753968
2014-11-21,-0.7283215944538659,-0.7290196136045202,-0.7290807583227205,-0.7292786976258104,-0.7292786976258104,-0.7736320523312542,-0.7264741638104583,-0.7280767583633798,-0.08140440728762777,-0.06091592116856631,-0.0661425610980169
2014-11-22,-0.7286991126499942,-0.7286113114694681,-0.7286611152968262,-0.7291540056566681,-0.7291540056566681,-0.7743624485797428,-0.7269000151637971,-0.7282845790823178,-0.09507560651267756,-0.06262907837443607,-0.06688941615605752
2014-11-23,-0.7286045986133521,-0.7282591938101056,-0.7285186500214504,-0.728272205192845,-0.728272205192845,-0.7743685314154624,-0.727220496287459,-0.7282938309418796,-0.1386856049319952,-0.06279326052861234,-0.06752157560146779
2014-11-24,-0.7277759823513946,-0.7272994902290533,-0.7276817185798891,-0.7277108562578849,-0.7277108562578849,-0.7735779381419869,-0.7273465920468493,-0.728199046968349,-0.060599619987955336,-0.06217294777200377,-0.06789629261993138
2014-11-25,-0.7271780899118206,-0.7268601069394132,-0.7271784073944488,-0.7278043146297726,-0.7278043146297726,-0.7738529133820609,-0.7273513243540572,-0.7281385371965603,-0.09382802290316203,-0.06182569163449766,-0.06812272546769918
2014-11-26,-0.7272302490723739,-0.7278572847352971,-0.7277346234918307,-0.7282242427876058,-0.7282242427876058,-0.7741956616336189,-0.7274689502346795,-0.7281655968909543,-1.2446112187616274,-0.06213538031132689,-0.06836927823592952
2014-11-27,-0.7275621644936835,-0.7280746308858704,-0.7275816760368431,-0.7281460091185605,-0.7281460091185605,-0.7746893869700606,-0.7275758816492479,-0.7281734718883173,-1.1771402555071333,-0.062286285149175384,-0.06859839166993059
2014-11-28,-0.7276300288694635,-0.7275558372686988,-0.7281911718153186,-0.7277381780798615,-0.7277381780798615,-0.7739779622544259,-0.7275683522344402,-0.7281055531092607,-0.6629440273029163,-0.06186780660649329,-0.06869329942262181
2014-11-29,-0.7272222477480861,-0.7272765006269178,-0.7273420849823762,-0.727795708724161,-0.727795708724161,-0.7743573077317625,-0.7275988799668651,-0.7280604730613224,-0.2180003387355178,-0.06163384252824769,-0.06871981222902337
2014-11-30,-0.727260871855255,-0.7275740768199142,-0.7272698908157532,-0.7276418914760828,-0.7276418914760828,-0.7746670192707729,-0.7274770643119414,-0.7279955430852684,-0.4814516143536229,-0.061262875241850506,-0.06866267389400774
2014-12-01,-0.7270960882719251,-0.7275075134650666,-0.7270614945612474,-0.7275697972740583,-0.7275697972740583,-0.7745383196948614,-0.7273058761388277,-0.7279292732478284,-0.43205384854164436,-0.06089870238075539,-0.06854004963377988
2014-12-02,-0.7270358653628008,-0.7274854617026758,-0.7269874397982793,-0.7274452265148541,-0.7274452265148541,-0.7745082011400757,-0.7271347001078544,-0.727852338836009,-0.0077186250808375,-0.06047342959223335,-0.06835213228106898
2014-12-03,-0.7268871450163213,-0.7275448122823885,-0.7272055724796403,-0.7278246540247038,-0.7278246540247038,-0.774459297946812,-0.7270898669104298,-0.7278585754943415,-0.37491948953981175,-0.060682937043348026,-0.06824604653593239
2014-12-04,-0.7272483594585085,-0.7278011593220342,-0.7276141143889899,-0.7281499814988076,-0.7281499814988076,-0.7743996971800218,-0.7271338560451296,-0.7279229968686086,0.2604370853594139,-0.0613146352357484,-0.06829459309060437
2014-12-05,-0.7276259382429116,-0.72776966652023,-0.7277383446845207,-0.727713684489776,-0.727713684489776,-0.7743670182223921,-0.7271247772196269,-0.7278961529582966,0.8156408727114715,-0.06124563699972718,-0.06831885785309513
2014-12-06,-0.7271858507190175,-0.7278132993353688,-0.7274165107289491,-0.727838194644011,-0.727838194644011,-0.7747765063052651,-0.7270861050545893,-0.7278968923442627,0.6537405150735542,-0.06138265019917665,-0.06836720695764309
2014-12-07,-0.7273014219351586,-0.7279397430419986,-0.727271999365426,-0.727819539332615,-0.727819539332615,-0.7748024445389299,-0.7270534011194677,-0.727894095776267,0.1708742794413784,-0.06148697030171685,-0.06842791872827819
2014-12-08,-0.7272936611279616,-0.7279551672842097,-0.7279783729696648,-0.7286130585581225,-0.7286130585581225,-0.7741807802315703,-0.7271410418005717,-0.7280364941710301,-0.8937930894649612,-0.06265674357906467,-0.06872354517305516
2014-12-09,-0.7280799831021051,-0.7287153526186881,-0.7290287221938127,-0.7291961922247011,-0.7291961922247011,-0.7734784582240507,-0.7272813344815858,-0.7282593277490204,-1.1380188098893083,-0.06436500498574786,-0.06932083246993002
2014-12-10,-0.7286629561380165,-0.7293418796816314,-0.7289410224267235,-0.7295484797274813,-0.7295484797274813,-0.7743045914923846,-0.7274723259336632,-0.7285058805473575,-1.1079269359316035,-0.0661652370246512,-0.07017887271771926
2014-12-11,-0.7291361322039742,-0.7288156388293888,-0.7294125160897231,-0.7292992776041038,-0.7292992776041038,-0.7735027194189055,-0.7276455756950276,-0.7286621672422946,-0.9577815951894267,-0.06720809457073255,-0.0710855572428176
2014-12-12,-0.72874549756436,-0.7293067500661613,-0.7287595451968549,-0.7291767545582495,-0.7291767545582495,-0.7742764270611002,-0.7278190305849748,-0.7287676979090304,-1.2158937587323981,-0.06781604800324689,-0.0719393051018754
2014-12-13,-0.728652366041988,-0.7293420550791408,-0.7289271900380266,-0.7294876378480523,-0.7294876378480523,-0.7745426839040144,-0.727985619094565,-0.7289107261522273,-1.3198565188351337,-0.06865920463879994,-0.07280037872797468
2014-12-14,-0.7289925251406846,-0.7292872200904119,-0.728999757081028,-0.7292315175756269,-0.7292315175756269,-0.7745056407372317,-0.7280939613890455,-0.728981049516243,-1.2263108103589282,-0.06891449159891762,-0.07354315443388275
2014-12-15,-0.7287137327842997,-0.7293752499526952,-0.7290297764686491,-0.7296098615420896,-0.7296098615420896,-0.7742626780485679,-0.7282839099048573,-0.729107572241237,-1.4263174585343437,-0.06955954948570862,-0.07427361172726256
2014-12-16,-0.7290559353602639,-0.7297245523030533,-0.7301382395173952,-0.7307101116987598,-0.7307101116987598,-0.7735812050356353,-0.7285716026503308,-0.7294117051794867,-1.809546138811196,-0.07147349086887565,-0.07526220347442543
2014-12-17,-0.730188069502742,-0.7304227471463242,-0.7308769265507302,-0.7311485757945652,-0.7311485757945652,-0.7732453463220627,-0.7289050870864279,-0.7297404886635377,-1.8210180717025914,-0.07346975474700486,-0.07647468935973907
2014-12-18,-0.7306134175517891,-0.7310235874229812,-0.7315542120119073,-0.7316528752519502,-0.7316528752519502,-0.7731649216135508,-0.7292095990878931,-0.730101444880553,-1.8543354914044252,-0.07559630581655351,-0.07789380731198835
2014-12-19,-0.731131175571936,-0.7313271468187754,-0.7313968600729982,-0.7312649024414581,-0.7312649024414581,-0.773934039570804,-0.7294168310206065,-0.7303260315899983,-1.8915483935363082,-0.07660072352558209,-0.07924123547709697
2014-12-20,-0.7307437300787852,-0.7306355777059137,-0.7308216026742628,-0.7305359550557503,-0.7305359550557503,-0.774082673210658,-0.7295157508302185,-0.7303768715764911,-1.3606630623619718,-0.07625596950895357,-0.08024636569206106
2014-12-21,-0.7300263538893259,-0.7306763970018189,-0.7306442800822143,-0.7310843657480658,-0.7310843657480658,-0.7743657254945373,-0.7296945710744173,-0.7305184625086749,-1.4943101957470422,-0.07657596118934318,-0.08111805235643385
2014-12-22,-0.7305362299257262,-0.7304131879820576,-0.7305498836825021,-0.7304198102237647,-0.7304198102237647,-0.7740095990128549,-0.7298190935067755,-0.730513137762898,-0.9307988403054457,-0.0757818558045181,-0.08164768601147893
2014-12-23,-0.7298775123662968,-0.7302859245605365,-0.729980703979457,-0.7302581694251304,-0.7302581694251304,-0.774297251002822,-0.7298962810928576,-0.7304793083435029,-0.6592356210123103,-0.07480027891450568,-0.08186408313099139
2014-12-24,-0.7297350473001863,-0.730376592544544,-0.7304920783799834,-0.7309826026588978,-0.7309826026588978,-0.774371502685299,-0.7300716950987499,-0.7305837194145661,-0.7846996912859163,-0.07487464899877785,-0.08205290784638734
2014-12-25,-0.7304629511613908,-0.7310845219495908,-0.7307649141081057,-0.7311947935113001,-0.7311947935113001,-0.7746324864011034,-0.7302304648058545,-0.7307078365184883,-0.9767431443759415,-0.07508658917584508,-0.08224872954935422
2014-12-26,-0.7306515000365016,-0.7305711244904914,-0.730785443129426,-0.7306582375182427,-0.7306582375182427,-0.7743054533109545,-0.7302252683377366,-0.7307115538257409,-0.7712879450091261,-0.07439694164990122,-0.08225973281651792
2014-12-27,-0.7301442715241084,-0.7307185049324875,-0.7310333472450802,-0.731384055483728,-0.731384055483728,-0.7743668478629073,-0.7302488573888781,-0.7308469374312302,-0.8898312579421968,-0.07470649001960185,-0.08233391228729005
2014-12-28,-0.7308315059648682,-0.731239467751511,-0.7311296061339109,-0.7313012488942874,-0.7313012488942874,-0.7745426488300028,-0.7302136334077226,-0.7309426072787181,-0.9708526524198062,-0.07470787450996447,-0.08239354826935183
2014-12-29,-0.7307387967244113,-0.7312254520586873,-0.7310533803597448,-0.7315762062930161,-0.7315762062930161,-0.7745112876530932,-0.730244818103528,-0.731071017023945,-0.9430730005154582,-0.07494894465293962,-0.08249217125716429
2014-12-30,-0.7310385250837456,-0.7315455489339466,-0.7312353553890424,-0.7316925329399091,-0.7316925329399091,-0.7744999737790779,-0.7303606776706759,-0.7311972899865369,-0.6316281363243444,-0.07516172024495653,-0.08261600801835314
2014-12-31,-0.7311471176322367,-0.7312297922521617,-0.7311833798288865,-0.7311234816643313,-0.7311234816643313,-0.7744290942122839,-0.7303645960865381,-0.7311968461439432,-0.19058534840645946,-0.07442816963787759,-0.08256015096712671
2015-01-01,-0.7305743124104387,-0.7312155993720578,-0.7309481913655675,-0.7314811850475315,-0.7314811850475315,-0.7747250361954123,-0.7304709187383436,-0.7312617049220502,-0.12595130144145011,-0.0742079047261421,-0.08246894520504255
2015-01-02,-0.730956703372666,-0.7314851423896359,-0.7309753564507591,-0.7314340637658028,-0.7314340637658028,-0.7747338497934606,-0.7305887133211277,-0.7313061793261745,-0.2800332952270412,-0.07384786675688373,-0.08231994029553984
2015-01-03,-0.730910558975391,-0.731525550038325,-0.7329900302365082,-0.7334771380806324,-0.7334771380806324,-0.7734714985380421,-0.7308386020645973,-0.7317150918624072,-1.3149790449329317,-0.07619343110096025,-0.08269612138628488
2015-01-04,-0.732938029922419,-0.7331629788573837,-0.7344456960839713,-0.7344933787310512,-0.7344933787310512,-0.7723403766968833,-0.7311690360638939,-0.7322349531187575,-1.411947934167283,-0.07925109779346727,-0.08364284784845549
2015-01-05,-0.7339043559889208,-0.7336842942611967,-0.7339822637432843,-0.7338748003401229,-0.7338748003401229,-0.7729249251841505,-0.7314912535136232,-0.7325475055249114,-1.4358102316375707,-0.08063324113285704,-0.08469213876915288
2015-01-06,-0.7333311909094907,-0.7331440359263599,-0.7335101492505787,-0.7331698047728072,-0.7331698047728072,-0.7739629706197696,-0.7316701399876783,-0.7326746847049482,-1.1712747231762457,-0.08057068308502575,-0.08551835919723116
2015-01-07,-0.7326413695329986,-0.7324871292988665,-0.7328661709245823,-0.7326794664964847,-0.7326794664964847,-0.7738817442195649,-0.7318082021943081,-0.732689334464362,-0.7835820362000656,-0.079665632136523,-0.0859881880736857
2015-01-08,-0.7321565807143744,-0.7327580200136348,-0.7329222405538066,-0.7333407126221704,-0.7333407126221704,-0.7741264756405261,-0.7319849606662843,-0.7328218890833677,-0.897560330457864,-0.07965953538050662,-0.08636276353522493
