Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_14,MACD,MACD_Signal
2015-01-09,-0.7328636091609044,-0.7329351929754553,-0.7330240812316723,-0.7329159103556105,-0.7329159103556105,-0.774189804273688,-0.7321075118405571,-0.7328528864514147,-0.9438819580078937,-0.07889724030803527,-0.08650142659077532
2015-01-10,-0.7325676097344817,-0.7331103721329333,-0.7334313814816096,-0.7338554232786403,-0.7338554232786403,-0.7743628844996008,-0.7323811826216107,-0.7330495542219353,-0.99335510891365,-0.07938597416976734,-0.08671557800788794
2015-01-11,-0.7333313708383068,-0.7336082290147388,-0.7339850555841886,-0.7344052168661596,-0.7344052168661596,-0.7742157490210978,-0.732674095935511,-0.733310710946086,-1.1433816872732459,-0.08032517364217656,-0.0870852588024614
2015-01-12,-0.7338404647351598,-0.7340442708028462,-0.7339750693112321,-0.7342766755632226,-0.7342766755632226,-0.7741817021770171,-0.732958853042602,-0.7335009470238182,-1.0347672540141937,-0.08069433742390131,-0.087458971116664
2015-01-13,-0.7337653811746394,-0.7342745194089894,-0.7367843123749648,-0.7368002774954382,-0.7368002774954382,-0.7714778163618327,-0.7332917467451747,-0.7341167362159556,-1.4350515820957273,-0.0841794307608256,-0.08849399539817376
2015-01-14,-0.7363824430495922,-0.7368774587195036,-0.739785949239695,-0.7396743010319916,-0.7396743010319916,-0.770235454787718,-0.7338107428486236,-0.7351445994263279,-1.9108728187228359,-0.09053732921595002,-0.09066480793447036
2015-01-15,-0.7392098912826935,-0.7365740765109895,-0.739451834023305,-0.7377641627986155,-0.7377641627986155,-0.771030392228054,-0.7342003576398918,-0.7356372929577633,-1.3268777663260065,-0.09263954664703719,-0.09284544792408957
2015-01-16,-0.7372742886843089,-0.7370125228557702,-0.7380331340421874,-0.7378692949731108,-0.7378692949731108,-0.7732026011231147,-0.734671126541736,-0.7360595751443966,-1.3496911051221407,-0.09409382883471934,-0.09489710544775311
2015-01-17,-0.7373486497755528,-0.7375907842826228,-0.7383367954794394,-0.7384010962308657,-0.7384010962308657,-0.7739517469360697,-0.7352442877213551,-0.7365020448464763,-1.1785276841582286,-0.09559770410042283,-0.09685605109539881
2015-01-18,-0.7378169530754115,-0.7371823649176027,-0.7383596819501468,-0.7377343736197909,-0.7377343736197909,-0.7736202774845155,-0.7356844203473986,-0.73674249850348,-0.8616586486820297,-0.09551145642062173,-0.09840499203629252
2015-01-19,-0.7371298398112014,-0.7372977245754957,-0.7375650511570248,-0.7374622453712104,-0.7374622453712104,-0.7741928256492554,-0.7361398470110335,-0.7368896147519824,-0.9520530115434066,-0.09471104064688826,-0.09947509635349658
2015-01-20,-0.7370434464393884,-0.7373849329331171,-0.7376993292406505,-0.7376756391404236,-0.7376756391404236,-0.7739226154641808,-0.7365225350791867,-0.7370488917897189,-1.1819467897390923,-0.09401316929081097,-0.10018378883271359
2015-01-21,-0.7371354341285729,-0.7366490866877349,-0.7373235351519141,-0.7367379315108671,-0.7367379315108671,-0.7736283194543094,-0.7367562135133995,-0.7370082322470428,-1.0535673769150602,-0.09185552851452189,-0.10029504740178403
2015-01-22,-0.736176206070262,-0.7361077142207587,-0.7363794301431666,-0.73634622690349,-0.73634622690349,-0.7734469367088025,-0.736963529705208,-0.7369035438060392,-0.8461051233198188,-0.08931307665106689,-0.09984708644108375
2015-01-23,-0.7358035009699622,-0.7362352129971012,-0.7364562142855136,-0.7363779416674691,-0.7363779416674691,-0.7738940251341847,-0.7369212224409158,-0.7368236723452356,-0.9682152997107768,-0.08706754570850356,-0.09901445978657375
2015-01-24,-0.7358526536668805,-0.7354513928482204,-0.736156893924271,-0.7354771837856615,-0.7354771837856615,-0.7738859681326715,-0.7365007784793903,-0.7365940830892811,-0.5617363152792103,-0.08382619555046766,-0.09766378278225019
2015-01-25,-0.734971154857089,-0.7350488385611448,-0.7352967674899225,-0.7351238733444636,-0.7351238733444636,-0.7734450276804589,-0.7362362889041589,-0.7363418164003711,-0.36369711496371554,-0.08057782055193301,-0.09589718184628505
2015-01-26,-0.7345664435416339,-0.7318637092775196,-0.73466482152503,-0.7339350398428894,-0.7339350398428894,-0.7697767219909202,-0.7358421770136586,-0.7359186501741666,-0.130510463196485,-0.07623730366431553,-0.09356718054646988
2015-01-27,-0.7334180653154854,-0.7338520834562601,-0.7348773099558308,-0.7345367076109259,-0.7345367076109259,-0.7729030690643742,-0.735455063963228,-0.7356821284815843,0.3501471379468803,-0.07349854761170271,-0.09112475209284913
