Adj Close,Volume,SMA_10,EMA_10,RSI,MACD,lag_1,lag_2,lag_3,lag_4,lag_5,rolling_mean_5,rolling_mean_10,rolling_mean_20,rolling_std_5,rolling_std_10,rolling_std_20,High,Low,Close,Date
-0.885278341430144,-0.9009453940854275,-0.8839953751333616,-0.8850819461124959,-1.2895693062250055,-0.15681805198345947,-0.8855532180564103,-0.8848666032261792,-0.8830089936075121,-0.8819656913778885,-0.8812913614335074,-0.884852182020479,-0.8839953751333616,-0.8834068780495008,-0.6745124716301514,-0.7117216164493264,-0.7324487223821359,-0.8846551146567914,-0.8866558844339248,330.0790100097656,2014-10-06
-0.8849505045763053,-0.9024971562773919,-0.8843372362167906,-0.8853122211468771,-1.9678883334921693,-0.15706718707951972,-0.8850391867680382,-0.8853158513421845,-0.8846581141771412,-0.8828037651369766,-0.8817519046821697,-0.8852706549769791,-0.8843372362167906,-0.8837360820150869,-0.6869971636792703,-0.7138306115783482,-0.7338788956098691,-0.8849642318554742,-0.8856684180218493,336.18701171875,2014-10-07
-0.8840513156054138,-0.9022089768524109,-0.8844680851671998,-0.8853360414801543,-1.4178675246327375,-0.15564416280387117,-0.8847110747492543,-0.8848013872759548,-0.8851077660959167,-0.8844543826933466,-0.8825907262248578,-0.8853413815285459,-0.8844680851671998,-0.8839303755834191,-0.6909055381847827,-0.7148681950777933,-0.7344666662586528,-0.8841704606165932,-0.8852989311022107,352.94000244140625,2014-10-08
-0.8834026196940429,-0.9007044306137163,-0.8845244440339318,-0.8852367942916646,-1.0083764242900266,-0.1532901085519449,-0.8838111310575895,-0.8844729990101413,-0.8845928396081261,-0.8849044427829815,-0.8842428165689448,-0.8849522342554305,-0.8845244440339318,-0.8840112723301979,-0.6824287096871496,-0.7156891374694002,-0.7344807625701506,-0.8826812145396583,-0.884169475660082,365.0260009765625,2014-10-09
-0.8835885435680232,-0.9027852211884767,-0.8846614518688306,-0.885189623338177,-0.9627524206662655,-0.15144242309988848,-0.8831618906730367,-0.8835722976297684,-0.88426415617337,-0.8843890488714385,-0.8846932782312937,-0.8845104402012796,-0.8846614518688306,-0.884139919074566,-0.686050302094999,-0.7186215853885014,-0.7349381909740985,-0.8830833785710241,-0.8838787784942475,361.56201171875,2014-10-10
-0.8835489863424829,-0.9043634569111731,-0.884776512047396,-0.8851437884127087,-0.8819097433596125,-0.14968590285030792,-0.8833479705994315,-0.8829225106308968,-0.8833626452053784,-0.8840600670747841,-0.8841774244519761,-0.884163694505898,-0.884776512047396,-0.8842391636944162,-0.691420694744126,-0.7215491064735586,-0.7351750688962148,-0.883496934293458,-0.8837141469522491,362.29901123046875,2014-10-11
-0.88267679456378,-0.904144443879501,-0.8847577436590269,-0.8849466421319657,-0.18580832430778269,-0.14681471993430112,-0.8833083801721274,-0.8831087472233811,-0.8827122741511023,-0.8831577377615543,-0.8838481491164899,-0.8837078025002514,-0.8847577436590269,-0.8843033023024818,-0.6950634425578056,-0.7209392902333834,-0.735677799638744,-0.8828541249946692,-0.8837035117310956,378.54901123046875,2014-10-12
-0.8820399609061301,-0.9032247619583573,-0.884590939658874,-0.8846687753307108,0.050671045070629354,-0.14344387185559787,-0.8824354563323394,-0.8830691234637473,-0.8828986781407314,-0.8825067763339223,-0.8829450146866998,-0.8833045142520263,-0.884590939658874,-0.884426609380413,-0.69022486836101,-0.7167178633240181,-0.738249895164464,-0.8819198412765837,-0.8830008472934926,390.41400146484375,2014-10-13
-0.8814787528014074,-0.9030545474620004,-0.8842022738207682,-0.8843387068812779,0.034385905230316226,-0.13982950919843748,-0.8817980881579125,-0.8821954646840486,-0.8828590187656253,-0.8826933495314953,-0.8822934724291892,-0.8829187678149479,-0.8842022738207682,-0.884487302320112,-0.683371938465183,-0.7136481628027722,-0.7396544134866859,-0.8811599390463408,-0.8817651640677127,400.8699951171875,2014-10-14
-0.8818059983443385,-0.9037429009024525,-0.8838014142545519,-0.884128549524267,-0.017969033679617656,-0.1373525100796783,-0.8812364090115862,-0.8815575598908609,-0.8819845747053149,-0.8826536541556506,-0.8824802120994335,-0.8825613571897123,-0.8838014142545519,-0.8845329572186492,-0.6862804407237648,-0.7157822279463613,-0.7405585339817277,-0.8816572474942423,-0.8819061055495004,394.77301025390625,2014-10-15
-0.8824617261053677,-0.9036532209061914,-0.8835181520215741,-0.884076626249542,-0.08466616400345593,-0.1362706557913158,-0.8815639292231544,-0.8809954078505629,-0.8813460965369402,-0.8817784163200468,-0.8824404813048076,-0.8823433552248936,-0.8835181520215741,-0.8845923838441254,-0.6954198321811065,-0.7196747667060904,-0.7414705143432849,-0.881836825669964,-0.8827709230601721,382.5559997558594,2014-10-16
-0.882397210973179,-0.9043501576836819,-0.8832613716081795,-0.884022334794771,0.239833346292796,-0.13525089078188232,-0.8822202073594427,-0.881323203810901,-0.8807834392111595,-0.8811393585740658,-0.8815644625254118,-0.8822872970982358,-0.8832613716081795,-0.8846352153678081,-0.6974308681420606,-0.724394371394575,-0.7421304515169795,-0.8825367120040805,-0.8826431507565778,383.75799560546875,2014-10-17
-0.881984785537918,-0.9044638335463754,-0.8830535441791778,-0.8839024246371907,1.1710402776046116,-0.13378742995400386,-0.8821556380774458,-0.8819800344867957,-0.8811115298080517,-0.8805761904969357,-0.8809248345707866,-0.882276234117848,-0.8830535441791778,-0.8845964626696035,-0.697413630792809,-0.7265647059628304,-0.7417124958430458,-0.8820284300999359,-0.8824457896367529,391.4419860839844,2014-10-18
-0.8820865499813285,-0.9047502343623411,-0.882921189277073,-0.883822943172895,1.3984249182880553,-0.13273784720084833,-0.8817428664790827,-0.8819154108420467,-0.8817689508704989,-0.8809045789175786,-0.8803611639986823,-0.8823981009671181,-0.882921189277073,-0.8845582045554214,-0.701068848073872,-0.7276743588837763,-0.7413692400029539,-0.882092437654868,-0.8820333263349068,389.5459899902344,2014-10-19
-0.8824462144314187,-0.9042034601774641,-0.8828063071704594,-0.8838237454504042,1.0500994121153762,-0.13239806782075428,-0.8818447163369522,-0.8815022917192974,-0.8817042691393476,-0.881562596753016,-0.8806898454287084,-0.8825264679947418,-0.8828063071704594,-0.8845693431448879,-0.7025547273302171,-0.7303912023343146,-0.7414836056895219,-0.8822948569002874,-0.8824854047846385,382.8450012207031,2014-10-20
-0.8822513799443147,-0.904319540831978,-0.8826758090926288,-0.883788739579277,1.0176850132121424,-0.1318150595919143,-0.882204682666003,-0.8816042273275176,-0.8812907786880603,-0.8814978563071195,-0.8813484503902078,-0.8824842923730866,-0.8826758090926288,-0.884561571359032,-0.703252756016841,-0.7346569418324544,-0.7414028473079228,-0.8821603311080756,-0.8823431416769493,386.4750061035156,2014-10-21
-0.8824294153049118,-0.9044521479237851,-0.8826509305795271,-0.8837926857992323,0.6287983373061189,-0.13158824887389417,-0.8820096846474951,-0.8819644967226662,-0.8813928059202173,-0.8810839905104909,-0.8812836521786993,-0.8824907495278261,-0.8826509305795271,-0.8845395985267394,-0.7030594636433262,-0.7353172748724118,-0.7412614436577755,-0.8823740410913292,-0.882265179200427,383.1579895019531,2014-10-22
-0.8837573472713472,-0.9036809697053131,-0.8828236452177023,-0.8840389776615192,-0.37417245005497163,-0.13330876799231797,-0.8821878694394013,-0.8817693345296681,-0.8817533991403849,-0.881186110357716,-0.8808694171042453,-0.8828461584055344,-0.8828236452177023,-0.8845425740749141,-0.6904566604120052,-0.729670954701583,-0.7412426954264214,-0.8825592902748844,-0.8836868182171649,358.4169921875,2014-10-23
-0.8837612112670015,-0.904246834918241,-0.8830531882000032,-0.8842411964465203,-0.2931893180960508,-0.1346173983961195,-0.8835169159856116,-0.8819476693405212,-0.8815580615275435,-0.8815470309058421,-0.8809716280694013,-0.8831819376773405,-0.8830531882000032,-0.8844624680489025,-0.6878626609868925,-0.728096048340929,-0.7425996565989459,-0.8836463739228857,-0.8838599360771335,358.3450012207031,2014-10-24
-0.8843555901118656,-0.9041145297267055,-0.883309596326061,-0.8845154425985233,-0.5594922085338309,-0.13644379607565546,-0.8835207832244526,-0.8832778348495841,-0.8817365566330935,-0.8813515159755735,-0.8813328706541785,-0.883564778542577,-0.883309596326061,-0.8843897479436468,-0.6835169002016296,-0.7249415381602785,-0.7445264585819219,-0.8838818225024294,-0.8844344969639379,347.27099609375,2014-10-25
-0.8839566354270327,-0.9044713446169311,-0.8834599368247545,-0.8846668016080297,-0.8085875806370851,-0.13721615336936968,-0.8841156609522834,-0.8832817053443658,-0.8830679177498798,-0.8815301731097898,-0.8811371812728467,-0.8839066921278071,-0.8834599368247545,-0.8843228321517562,-0.6888483048234141,-0.7236142902780313,-0.7461229388855204,-0.8839154271097417,-0.8843764244527951,354.7040100097656,2014-10-26
-0.8840486850089659,-0.9043797074740803,-0.8836260227715882,-0.8848074894470277,-1.245473482021672,-0.13786513381943075,-0.8837163714108209,-0.8838770839170175,-0.883071791723622,-0.8828627427676469,-0.8813159978165105,-0.884231365067187,-0.8836260227715882,-0.8842771745165869,-0.7019040074664891,-0.7228131426186184,-0.7472750205654424,-0.8839463556551489,-0.8840525588486248,352.989013671875,2014-10-27
-0.8838002312349857,-0.9046497062564854,-0.8838085990706938,-0.8848771209864562,-1.4818151478085506,-0.1379168224635573,-0.8838084982531899,-0.8834774582021037,-0.8836677054471366,-0.882866620257983,-0.8826497564791838,-0.8842399635498808,-0.8838085990706938,-0.8842644625296254,-0.7021469651159533,-0.7241978216461223,-0.7474939761686785,-0.8838753630979148,-0.8838944278228287,357.6180114746094,2014-10-28
