Date,Actual Price,Predictions,Volume,Signal,Stop Loss,Take Profit,Market Return,Strategy Return,Cumulative Market Returns,Cumulative Strategy Returns,Signal Result
2023-08-11,29397.71484375,29397.92070416527,-0.3721674663013175,0,29250.72626953125,38217.029296875,,0.0,,1.0,
2023-08-12,29415.96484375,29415.325125319498,-0.580178883623668,0,29268.88501953125,38240.754296875,0.0006207965516027425,0.0,1.0006207965516027,1.0,0.0
2023-08-13,29282.9140625,29281.96512399053,-0.5211395637273627,0,29136.4994921875,38067.78828125,-0.004523080645381872,-0.0,0.9960949079933537,1.0,-0.0
2023-08-14,29408.443359375,29405.346348568903,-0.1736333699338468,0,29261.401142578125,38230.976367187504,0.004286776125049352,0.0,1.0003649438632227,1.0,0.0
2023-08-15,29170.34765625,29170.42482154192,-0.2450448014664776,0,29024.49591796875,37921.451953125004,-0.008096168172366025,-0.0,0.9922658210439665,1.0,-0.0
2023-08-16,28701.779296875,28704.799109868374,-0.1249905687545515,0,28558.270400390626,37312.3130859375,-0.016063173634291772,-0.0,0.9763268828691642,1.0,-0.0
2023-08-17,26664.55078125,26686.556969294077,0.7158074129239198,1,26531.22802734375,34663.916015625,-0.07097917151940503,-0.0,0.9070280095909877,1.0,-0.0
2023-08-18,26049.556640625,26053.8351863032,0.3469419117771029,1,25919.308857421875,33864.423632812504,-0.02306411031148714,-0.02306411031148714,0.8861082155221726,0.9769358896885129,-0.02306411031148714
2023-08-19,26096.205078125,26090.477563553493,-0.3494844834222889,0,25965.724052734375,33925.0666015625,0.0017907574452629138,0.0017907574452629138,0.8876950204064276,0.9786853449065172,0.0017907574452629138
2023-08-20,26189.583984375,26183.645013894704,-0.4324051367233574,0,26058.636064453123,34046.4591796875,0.00357825614760654,0.0,0.8908714205703966,0.9786853449065172,0.0
2023-08-21,26124.140625,26120.83293267263,-0.2070195858920702,0,25993.519921875,33961.3828125,-0.002498831574187843,-0.0,0.8886452829361337,0.9786853449065172,-0.0
2023-08-22,26031.65625,26033.00376052307,-0.1481506115125608,0,25901.497968749998,33841.153125000004,-0.0035401882238949023,-0.0,0.8854993113702634,0.9786853449065172,-0.0
2023-08-23,26431.640625,26425.041621737393,-0.019134516395242,0,26299.482421875,34361.1328125,0.015365306423789304,0.0,0.8991052796275218,0.9786853449065172,0.0
2023-08-24,26162.373046875,26163.36546799309,-0.2330170926477054,0,26031.561181640624,34011.0849609375,-0.01018731988472621,-0.0,0.8899458065339101,0.9786853449065172,-0.0
2023-08-25,26047.66796875,26047.0155120685,-0.2572188383641764,0,25917.42962890625,33861.968359375,-0.004384352975912553,-0.0,0.8860439699886322,0.9786853449065172,-0.0
