Date,Actual Price,Predictions,Volume,SMA20,SMA50,Volatility,Signal,Position,Volume Adjusted Return,Volume Multiplier,Position Size,Adjusted Return,Cumulative Market Returns,Cumulative Strategy Returns,Signal Result
2022-10-25,20095.857421875,20083.8426191908,1.58099470194973,19354.3734375,19599.602109375,0.014033537177875763,0,0.0,0.0,2.2,1.0,0.0,1.0539250236795847,1.0,0.0
2022-10-26,20770.44140625,20758.399205883274,2.159899360338804,19395.12333984375,19638.257578125,0.015686577914425452,0,0.0,0.0,2.2,1.0,0.0,1.0893035062584064,1.0,0.0
2022-10-27,20285.8359375,20290.65037445389,1.6778868415863726,19432.07265625,19658.1678125,0.01591444847987923,0,0.0,-0.0,2.2,1.0,-0.0,1.0638884259557544,1.0,-0.0
2022-10-28,20595.3515625,20589.624443012486,1.385149550128511,19491.01181640625,19683.4781640625,0.016042404595733972,0,0.0,0.0,2.2,1.0,0.0,1.080120938734843,1.0,0.0
2022-10-29,20818.4765625,20816.235535982043,1.1966838629628207,19559.61435546875,19672.2246484375,0.016130027710737287,0,0.0,0.0,2.2,1.0,0.0,1.0918227047243116,1.0,0.0
2022-10-30,20635.603515625,20636.236133321152,0.7348103131204315,19634.3203125,19651.3259375,0.015767174711368594,0,0.0,-0.0,2.2,1.0,-0.0,1.0822319479722113,1.0,-0.0
2022-10-31,20495.7734375,20493.268828242442,1.472171748519942,19706.5380859375,19625.8562890625,0.015833197461240206,0,0.0,-0.0,2.2,1.0,-0.0,1.0748985749637727,1.0,-0.0
2022-11-01,20485.2734375,20485.19211992564,1.1680601399312196,19772.9294921875,19588.1527734375,0.015855406775871182,0,0.0,-0.0,2.2,1.0,-0.0,1.0743479036230918,1.0,-0.0
2022-11-02,20159.50390625,20162.65254773066,1.986048414305292,19811.75947265625,19585.4087109375,0.016294795173832106,1,0.0,-0.0,2.2,1.0,-0.0,1.0572629565253377,1.0,-0.0
2022-11-03,20209.98828125,20207.59694587823,1.3453252121072452,19862.97607421875,19584.7866796875,0.016037006884342283,0,1.0,0.005509343162237368,2.2,1.0,0.005509343162237368,1.059910603998165,1.0055093431622373,0.0025042468919260763
2022-11-04,21147.23046875,21132.86296770165,2.429052045912626,19966.955859375,19613.7070703125,0.01860264091880165,0,0.0,0.0,2.2,0.5,0.0,1.109064167039432,1.0055093431622373,0.0
2022-11-05,21282.69140625,21282.568636097603,1.0654659991686235,20067.6857421875,19643.90921875,0.018565293638416833,0,0.0,0.0,2.2,0.5,0.0,1.1161684009501949,1.0055093431622373,0.0
2022-11-06,20926.486328125,20933.00333536776,0.9217927835083688,20136.47216796875,19659.887421875,0.01903952893159522,1,0.0,-0.0,2.2,0.5,-0.0,1.097487264957011,1.0055093431622373,-0.0
2022-11-07,20602.81640625,20610.163878732023,1.8799155877791829,20199.8921875,19683.5536328125,0.019242027283742028,1,1.0,-0.03402739556750037,2.2,0.5,-0.017013697783750184,1.0805124316411083,0.9884019110789378,-0.015466997985227438
2022-11-08,18541.271484375,18567.845048615993,5.284456808781329,20169.97900390625,19663.496484375,0.03003908963876488,0,1.0,-0.2201348950888655,2.2,0.25,-0.055033723772216374,0.9723949358313219,0.9340064733286888,-0.10006131594948431
2022-11-09,15880.7802734375,15911.877879925232,4.448039976146207,20011.331005859374,19603.29630859375,0.043787705278924005,1,0.0,-0.0,2.2,0.25,-0.0,0.832865768022118,0.9340064733286888,-0.0
2022-11-10,17586.771484375,17557.91935287829,3.4236420966011463,19932.046142578125,19584.08373046875,0.05081299752964584,0,1.0,0.2363347769718935,2.2,0.25,0.05908369424297338,0.9223362887189507,0.9891910262197988,0.10742489862358795
2022-11-11,17034.29296875,17037.38682317778,2.002657206307504,19823.351318359375,19536.49857421875,0.05118765459897854,1,0.0,-0.0,2.2,0.25,-0.0,0.8933616139668936,0.9891910262197988,-0.0
2022-11-12,16799.185546875,16797.96447697065,0.6428542911350381,19684.960205078125,19486.52951171875,0.05092146578747248,0,1.0,-0.03036441424800467,2.2,0.25,-0.007591103562001168,0.881031431185186,0.9816819746971621,-0.013802006476365758
