Date,Actual Price,Predictions,Volume,RSI,Signal,Short_MA,Long_MA,Filtered Signal,Position,Strategy Return,Market Return,Cumulative Market Returns,Cumulative Strategy Returns,Signal Result
2023-10-26,34156.6484375,34160.486355796886,0.1078270766895473,93.65291585697204,0,31070.6384765625,28599.288346354166,0,-1.0,-0.007469148918894164,-0.010033147199696724,1.1618810720167856,0.9752336615581291,0.010033147199696724
2023-10-27,33909.80078125,33918.72566199814,-0.0486262735191956,90.89233056734807,0,31620.04375,28851.191145833334,0,0.0,0.0,-0.007226928505637331,1.153484240577267,0.9752336615581291,-0.0
2023-10-28,34089.57421875,34084.628534751304,-0.3739787422137389,91.08537287238389,0,32196.1669921875,29086.792057291666,0,0.0,0.0,0.005301518539129857,1.1595994586632814,0.9752336615581291,0.0
2023-10-29,34538.48046875,34533.38991189195,-0.3219867743607828,91.23578561879656,0,32778.034375,29341.0173828125,0,0.0,0.0,0.013168432293093613,1.174869565621797,0.9752336615581291,0.0
2023-10-30,34502.36328125,34507.42892508697,-0.0087571330369314,89.24023958858278,0,33259.97578125,29592.165625,0,0.0,0.0,-0.0010457086417764438,1.173640994364066,0.9752336615581291,-0.0
2023-10-31,34667.78125,34674.47117507273,-0.0829288359805324,90.6762282322701,0,33734.9126953125,29814.966666666667,0,0.0,0.0,0.004794395311462418,1.179267893244785,0.9752336615581291,0.0
2023-11-01,35437.25390625,35434.56003924688,0.2647958852398082,92.48090394045377,-1,34279.2484375,30078.515625,-1,0.0,0.0,0.022195613001625203,1.2054424670284882,0.9752336615581291,0.0
2023-11-02,34938.2421875,34955.33511861619,0.1895051018143953,86.68809371977314,0,34464.44921875,30328.791080729166,0,-1.0,-0.02967278199591017,-0.014081557224217889,1.1884679599485242,0.9462957657236415,0.014081557224217889
2023-11-03,34732.32421875,34746.763951296685,-0.0101299182756995,82.71376668917367,0,34547.52890625,30559.888736979166,0,0.0,0.0,-0.005893770145759425,1.181463402966988,0.9462957657236415,-0.0
2023-11-04,35082.1953125,35092.188453570496,-0.405124044838721,82.96628304506226,0,34605.46640625,30815.431510416667,0,0.0,0.0,0.010073356782761111,1.1933647053508494,0.9462957657236415,0.0
2023-11-05,35049.35546875,35065.765260693646,-0.2568705481325926,82.45142369550265,0,34694.737109375,31052.190104166668,0,0.0,0.0,-0.0009360829177728069,1.1922476170354974,0.9462957657236415,-0.0
2023-11-06,35037.37109375,35048.27479719965,-0.2422766968400673,70.71746345655642,0,34807.494140625,31287.8078125,0,0.0,0.0,-0.0003419285416157436,1.1918399535465596,0.9462957657236415,-0.0
2023-11-07,35443.5625,35448.4028325392,0.0770238302086007,67.93140695505713,0,34942.89296875,31538.090234375,0,0.0,0.0,0.011593090279608864,1.2056570617268696,0.9462957657236415,0.0
2023-11-08,35655.27734375,35660.72865523996,-0.0030101822077194,64.73640413138186,0,35054.57265625,31807.1435546875,0,0.0,0.0,0.005973294692089626,1.212858806654163,0.9462957657236415,0.0
2023-11-09,36693.125,36682.8094509677,1.0611311274005186,77.55893013267237,-1,35273.648828125,32117.213736979167,-1,0.0,0.0,0.029107827327892632,1.2481624913713663,0.9462957657236415,0.0
2023-11-10,37313.96875,37307.81845596552,0.2785734948009336,84.2064854655202,-1,35538.267578125,32465.2353515625,-1,0.0,-0.04761904761904767,0.01691989303173269,1.2692812672115907,0.9012340625939442,-0.01691989303173269
2023-11-11,37138.05078125,37142.31815215244,-0.178282687894546,80.65610450910793,0,35708.347265625,32811.277083333334,0,-1.0,0.0,-0.0047145338500075296,1.2632971977121412,0.9012340625939442,0.0047145338500075296
2023-11-12,37054.51953125,37057.06092811423,-0.301949348174143,77.30859570426776,0,35919.975,33151.015234375,0,0.0,0.0,-0.002249209321512735,1.2604557778792063,0.9012340625939442,-0.0
2023-11-13,36502.35546875,36511.71648867399,0.088616818577053,69.52077827206887,0,36096.978125,33472.37018229167,0,0.0,0.0,-0.014901395821212304,1.241673227417894,0.9012340625939442,-0.0
2023-11-14,35537.640625,35550.41070231922,0.3381638931355144,57.34427501157623,0,36142.52265625,33751.636458333334,0,0.0,0.0,-0.026428838121854925,1.2088572466902254,0.9012340625939442,-0.0
2023-11-15,37880.58203125,37845.963362361,0.5205747030127719,66.2986503346282,0,36425.6453125,34063.6736328125,0,0.0,0.0,0.06592844558740318,1.28855532590158,0.9012340625939442,0.0
2023-11-16,36154.76953125,36178.387918998706,0.4499464428703164,56.97366706271242,0,36537.38515625,34321.641015625,0,0.0,0.0,-0.04555929205565723,1.2298496574789575,0.9012340625939442,-0.0
2023-11-17,36596.68359375,36591.98159661732,0.2647312288862006,60.40577816808978,0,36652.697265625,34597.25240885417,0,0.0,0.0,0.012222842746045792,1.2448819164436011,0.9012340625939442,0.0
2023-11-18,36585.703125,36587.87577695632,-0.2842560112270106,58.72165165238656,0,36745.73984375,34859.448958333334,0,0.0,0.0,-0.000300039994658885,1.2445084020800405,0.9012340625939442,-0.0
2023-11-19,37386.546875,37381.98718069652,-0.2307057983460854,62.448552435840085,0,36815.08203125,35116.235546875,0,0.0,0.0,0.021889527372586093,1.2717501028127849,0.9012340625939442,0.0
2023-11-20,37476.95703125,37472.99993084516,0.183788573097414,62.886278439056284,0,36831.380859375,35368.18704427083,0,0.0,0.0,0.0024182537251242753,1.2748255172363392,0.9012340625939442,0.0
2023-11-21,35813.8125,35845.885392518365,0.4065213307887606,51.72646439094335,0,36698.95703125,35562.184244791664,0,0.0,0.0,-0.04437779006078835,1.218251578068289,0.9012340625939442,-0.0
2023-11-22,37432.33984375,37416.176036482975,0.3662316528940768,57.325317469927626,0,36736.7390625,35707.054427083334,0,0.0,0.0,0.045192824521265385,1.273307807858684,0.9012340625939442,0.0
